Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Sandy ,https://www.trailjournals.com//journal/entry/666151,"Today was a perfect day, but it didn’t start that way. We were slackpacking the missing miles, however in my sleepy morning state I had forgotten to put in a fresh processor battery and the low battery warning beeped 30 minutes into the day. I thought to myself, ‘well fuck, let me turn it off to conserve battery,’ and then of course we run into someone I had been wanting to get to know better as we kept crossing paths at hostels but never had the time to have a good conversation. She was waiting around for more hikers to come through so she could caravan up through the section around Abington shelter which had the aggressive juvenile bear stalking the area. Another friend bumped into us and then we moved off as a convoy - of course which I was the lead for and SP hid in the back (‘I did my time’ was his reasoning, and fair enough. He did fend off the bear that night back in NC). But I was kicking myself the entire time for having forgotten to change batteries as I could hear they were having what seemed to be a lively chat behind me, but I couldn’t hear well enough to join. I banged my sticks and shouted to scare off the bear, even though Phoenix requested I hold off until she got eyes on the bear and was able to get a video (can you tell she hadn’t had a bear encounter yet at this point?). We stopped at the Abington shelter to quickly refill water, keeping our packs with us as to minimize chances of them getting swiped, and moved on. During the lunch break with the convoy and a bunch of new folks I met, I was able to see folks’ faces and join in the conversation, which recharged my social battery and made me feel better. Post lunch I really wanted to sprint back to the hostel and change my battery (when it’s dead and I’m out and about it feels like a limb randomly fell off, and it drives me mad. I can’t stand the sensation, but when I’m home alone I never have my ears in and it’s blissful. Context is everything). SP was fine to head off with me, but Phoenix wanted to digest her food, so we said we’d see her at dinner, and sprinted into Damascus. It was an excellent slackpack, went by super fast and felt like a nice stretch versus being strenuous. 
Once in town, we walked past the Virginia Creeper trail, we made a pitstop at the new and incredibly nice AT visitor center (Damascus is ‘Trail Town, USA’ as it’s at the confluence of various trails), and I shopped my feelings away at the Damascus Outfitters. SP picked up a sick mushroom-patterned Kavu hat which got him compliments from literally everyone who saw him today. Strangely enough the hat reminds me of a Vermeer portrait even though it’s literally the furthest thing possible, but I think it’s because it frames the wearer in a black halo that’s quite painterly. 
Post shopping and exploring town, we got back to the hostel and I was able to change my battery! Felt like the limb eas reattached. After a few hours I texted Phoenix about dinner and we settled on the diner. We walked over with our new hats, and saw Air Quotes was there! So we had dinner with him and everyone we saw today. While eating we saw 3 more hikers we knew come in, including one who just did 32 miles into town and looked ROUGH - I would too if I did that much mileage in a day. I haven’t even crossed 20 yet, I keep flirting with that limit but never crossing it. Dinner itself was chaotic but super nice, it felt like dinner with a big family with bubbles of conversation happening up and down the table. It was one hiker’s birthday so he got banana pudding and we sang him Happy Birthday. I don’t think there’s a person alive who enjoys that song being sang at them. Post dinner the party kept going as we walked through town, enjoying yet another pretty sunset! A perfect end to what became a perfect day. ","Low Gap / US 421
",Damascus (!!),"May 24, Wed",15
Sandy ,https://www.trailjournals.com//journal/entry/666152,"Today’s mileage was an approximation as we hiked on (creeped along?) the Virginia Creeper trail. 
This morning I had a lie in to the decadent time of 9am, and then a whirlwind morning of doing town chores. We saw PBJ walking into town, and stopped to make plans to meet for breakfast. Then it was to the post office, where my shoes were waiting but they were too small since I ordered W shoes but apparently mine were M? My pinky toes were sad to hear the news, as they yearned to have space to roam free. We resupplied (cough, paid through the nose) at Damascus Outfitters where there was freeze dried mango sticky rice!! Unfortunately for me I noticed this after SP saw and immediately grabbed the entire available stock for his bag, no mango sticky rice for me. However I did get Pro Bars which were absolutely delicious and became my favorite snack bars that I’ve had on the trail, edging out Killer Dave’s trail mix bars. Post food shopping we went to the cafe ostensibly for breakfast but really as another stop on SP’s chai latte tour of Appalachia. Sadly for SP the place was out of chai and it was revealed they made it with mix versus actual spices, so he wouldn’t have wanted it anyway. He’s randomly snobbish about Taco Bell and chai, and a degenerate about everything else. While researching aquablazing, PBJ came in and updated us on everything we’ve missed since we saw him at Black Bear Resort. Post lunch I stopped at the other outfitter in town to look for Topos, which they didn’t have, however they had the mango sticky rice and for much cheaper! Ha. PBJ was there as well, and he kindly offered to mail my shoes for me. It’s now 1 or so at this point, and we finally leave town and meander along the Creeper as I was super sleepy. While walking, someone in a car shouted that he had something for me to match SP’s hat and then threw a straw coolie hat at him and sped off. Completely random and ridiculous. Hiking onwards we ran into Green Mountain Girl who was delighted to find out I was Jewish (I said ‘tushie’ lol), and walked past Hellbender cafe, which was  situated right on the Creeper in the middle of nowhere. Alas it had closed an hour earlier - although the staff closing up kindly offered to let us use the bathroom or refill water. We made dinner there, and hiked a little further on to stealth at this pretty spot by the river bend sprinkled with massive boulders. It began to rain, so I crawled into my tent to pass out. ","Damascus (!!)
",Stealth Camp ,"May 25, Thu",9.30
Sandy ,https://www.trailjournals.com//journal/entry/666153,"We hiked a little more of the Creeper (this New Yorker was able to activate my superior flat, paved  walking speed) and had a very early lunch at Saunders shelter where I saw my trail fairy godmother WGUW’s graffiti from her previous thru. Further along we ran into Phoenix slackpacking, and past Rabbit and Respawn hanging out. We made it up a pretty hill where I had inexplicably amazing cell service, so I called my family to say hi. We later manifested trail magic, which ended up being clementines, cookies, trash can, a bathroom, and a muscle roller! Post snacking and rolling our legs, we hiked up to the shelter, refilled at a delicious spring stream, and saw a mom and her foal grazing outside of the Grayson Highlands boundary which meant they must have jumped the fence. We petted the foal for a few minutes, and watched him scratch himself on a tree with gusto. Fascinating and adorable. At the shelter we ate with a group of Germans, who made a working bong out of an apple during dinner - German engineering at its finest! There were TONS of weekend warriors and other ‘civilians’ camped at this site as it was at 2 major tourist spots: the highest point in VA (Mount Rogers) and the Grayson Highlands (adorable dwarf ponies!). I also belatedly remembered it was a holiday weekend (time is very different on trail and is measured by light and amount of food left, versus petty things like ‘clocks’ and ‘calendars’. 
Alas tonight is forecasted to be cold, and I did not have my puffy which was unfortunately another point in SP’s favor who likes to lord the fact that he has his puffy over me every single time he wears it. So I elected to sleep in the shelter to be… sheltered from the cold aka steal from folks’ body heat. ","Stealth Camp 
",Thomas Knob Shelter,"May 26, Fri",19.10
Sandy ,https://www.trailjournals.com//journal/entry/666155,"In the morning we hiked up to the top of Mt Rogers, the tallest mountain in VA (mileage includes the 1 mile round trip blue blaze). Aka we stood on top of a boulder surrounded by trees, and then on top of another boulder which could also be the tallest point. The surveyors installed 2 peak markers as they weren’t sure and hand waved it. 
Today we hiked through the Grayson Highlands proper and saw more adorable dwarf ponies grazing, chilling, flirting, napping. I don’t have any other notes from today, but when we got to shelter it was supposed to be bad weather yet again in the night. However there was no room at the shelter as it truly was maxed out in space, but the thru hiking community is kind and generous so they helped us move the table to outside the covered porch to free up room to tent and be more shielded from the elements than put in the open. ","
",Hurricane Mountain Shelter ,"May 27, Sat",17
Sandy ,https://www.trailjournals.com//journal/entry/666156,"SP HATES hiking in the rain, so we decided to get out of camp early and hike to a hostel before the rains started. We hustled to the gap, and successfully hitched a ride into the Troutdale Baptist hostel which for the low low price of $10 suggested donation was about what you would expect. Extremely bare bones, like a very low budget version of camp. However they had showers with nice hair products specifically for curly hair! A first on the trail and my hair really welcomed the moisture after weeks of Suave and VO5 stripping my hair of any bounce and shine I had. 
Post shower we hitched a ride from a churchgoer to resupply at the competing hostel (it wasn’t nice either but had a sauna! They charged $12 a sauna sit which sorely tempted me…) and then walk back. The town had a population of 126 souls so it wasn’t a very far walk. 
The rest of the day was pretty languid, or limpid would be a better word, with laying around reading, napping, eating, being bored with the other hikers (and 2 Australians bikepacking America).   Someone brought us burger fixings, which was nice and a hiker grilled them (read, cooked them into charcoal) for us while we stood around shivering in the pavilion as the rain fell. Today was pretty meh, but it’s only a day. I’ve never had a moment in the trail where I wanted to quit the hike, despite weather or aches and pains. It’s a vacation and a privilege, and every day has been a blast with experiencing new things and meeting new people. We get so stuck in our routines in adulthood that it’s nice to return to the spontaneity and magic of having unstructured time. ","Hurricane Mountain Shelter 
",Dickey Gap / VA 650,"May 28, Sun",3.50
Sandy ,https://www.trailjournals.com//journal/entry/666157,"This morning we saw a friend (who definitely did not stay at the hostel last night) poking their head through the window looking for food that their grandparents dropped off, which wasn’t there. If you leave an unlabeled bag of food around, hikers are going to eat it because we’re all just feral trash raccoons.
The morning was spent sitting around being lazy and waiting for the rain to stop, and eavesdropping on a big fight between hikers on the porch. They apologized for the commotion, but secretly we had been eavesdropping for entertainment since there was nothing to do 🤷‍♀️. At 10:30am the boredom was so great we decided to just go hike, and we can stop at the first shelter if needed. We walked back towards the trailhead and successfully got a hitch after a mile. I’ve noticed that small town residents are much kinder with giving a hitch versus out of towners who just speed by. 
Once on trail we booked it, averaging about 3mph which is crazy for me especially with a pack on. I hadn’t hiked this fast since the time I had to go, and sprinted to the next shelter and that was only for an hour! This was for the entire day’s hike. We hiked to Partnership shelter, buoyed by visions of ordering pizza to the shelter. However once we got there, we were disappointed to hear that Pizza Hut no longer delivered there which was one of the shelter’s pros besides its showers and proximity to a proper visitor center with ~bathrooms and power outlets~. However an enterprising hiker found a shuttle to town, and brought back 10 pizzas that we all promptly devoured. Post dinner some of us played BS while others hung out around the bonfire, and it felt like a perfect pizza party. ","Dickey Gap / VA 650
",Partnership Shelter,"May 29, Mon",15.50
Sandy ,https://www.trailjournals.com//journal/entry/666159,"Zero day! The shuttle to Marion came at 8:45am so I got to sleep in a little bit until the breakfast chatter at the table got too animated for me to properly ignore.
We all unloaded at the outfitters, which was closed for another hour so we decamped next door at the Sisters cafe where I ordered an açaí bowl and my iced coffee. The açaí bowl had so many nutrients that I could just feel my body shutting down from the healthfulness after weeks of freeze dried food and other garbage I’ve been shoveling in to meet my calorie needs (staggering amounts). It was so nice to sit in a cafe, have my silly little iced drink, and just veg out. A group of women were next to us and one introduced herself and the table as a monthly get-together of retired local teachers and told us that they hoped we had a nice time in Marion. Truly folks are so welcoming, and go out of their way to talk to hikers even though we’re filthy and have horrifying table manners. After leisurely dining, we rolled off next door to the outfitter where I got brand new kicks! My shoes were shockingly in great condition (everyone else’s shoes were shredded, peeling, ripped tread while mine just looked dirty) but I wanted to size up for the sake of my toes. I got an emerald green color I didn’t love, but it’s growing on me. We checked into the hostel, got lunch at the Wooden Pickle (a nice youth pastor we talked to in Damascus recommended it), and did resupply. For dinner we met up with the rest of the hikers in the hostel and got Mexican and the long-desired piña coladas. Strangely they offered us free oysters, and as we were in a landlocked area I politely declined but everyone else who had them seemed to be okay. After dinner we saw a lovely double rainbow on our way back to the hostel, and of course had to document it extensively. I tried looking for the third rainbow below the ‘prime’ rainbow but it was too faint to be seen.","Partnership Shelter
",Marion VA,"May 30, Tue",0
Sandy ,https://www.trailjournals.com//journal/entry/666160,"Today was fairly uneventful. However at the end of the day we saw the Settlers Museum, which was awesome to walk around the grounds and peek in various exhibition sheds (and operate the working water pump!), but sadly we had just missed the caretaker who could have given us a tour of the grounds. We tented at the pavilion with Hairball, and there was a bathroom nearby so I was able to put my bear can inside and Hairball did her bear hang off a stall door hook, which was hilarious. After night fell, we walked to the field behind the pavilion to watch the fireflies glow and sparkle. There were so many, so much more than I saw growing up, and it felt like we were in a sea of bioluminescence. We also gazed at the sky and tried to find constellations, but got thrown off by the Big Dipper’s rotation compared to where we all live normally.","Marion VA
",VA 615 / Settlers Museum,"May 31, Wed",8.90
Sandy ,https://www.trailjournals.com//journal/entry/666268,"The goal today was to make it to Bear Garden and then try their cakewalk challenge, which is to hike a marathon and then the hostel owners would bake you a chocolate cake as celebration. This was not to be however, as we went super slowly as SP’s allergies threw him for a loop, which is saying it nicely because there was literally rivers of snot running down his face the entire day. We stopped at a gas station to buy allergy meds and try to rehydrate, as every time he drank water his nose would just run again making him dehydrated. So we ended up spending an hour and a half sitting in front of the gas station eating food, being limpid, and him trying to drink Body Armor and sadly blowing his nose. This is the first time I felt like this is what ‘hiker trash’ is being like, just chilling on a gas station sidewalk.We meandered slowly onwards (I really wanted to ZOOM but didn’t want to abandon SP to his snotty nose), and ran into our friend Colossus chilling out at a camp site when we stopped to refill water. While refilling my bottle I noticed the treads on SP’s boots were falling off, only days after he got a new pair, so of course this necessitated some power Googling and calling REI for a new pair to be mailed further up trail. And then of course this meant adjusting the hiking schedule, which also took time. Today was not meant to be a ZOOM day for me it seemed. Post all this, we hiked further on and saw Viking for the first time since the Smokies and chatted with him while refilling water again (and at this point Colossus had caught up with us and was lazily making dinner - the theme for everyone on trail today was chilling out it seems). Instead of Bear Garden we decided to get off at the Quarter Way Inn, which was reached by walking down a quiet road winding along the tall grass fields.I am so glad we did the change of plans as this became my favorite hostel so far on the AT. The hostel has no service or wifi, with only VHS tapes, books, and hammocks to occupy your time with. It felt like being a kid in the 90s again, and the hostel owner Tina was awesome - a great hostess, no nonsense but genuinely warm. The afternoon light was this spectacular gold that bathed everything in a glow, including the cows hanging out across the road. I put on the Princess Bride after dinner in the den, and everyone gathered to watch it and it was so lovely. It felt like being home versus being at a hostel.","VA 615 / Settlers Museum
",Quarter Way Inn,"Jun 01, Thu",12.80
Sandy ,https://www.trailjournals.com//journal/entry/666269,"Yesterday ended up being a zero as we went back to Marion so SP could get better allergy meds, and I decided to see a physical therapist to get my knee looked at to make sure it wasn’t a serious issue (inflamed but nothing trail ending thankfully, knock on wood). I took a languid nap in a hammock chair under the massive tree outside, and then sat in a rocking chair watching the cows do whatever mysterious bovine impulses that move them. I will say the breakfast here is amazing, while smaller quantity than Mountain Harbor I would say better quality. Yesterday I had this amazing almost-caramelized twice-baked cornbread, parmesan grits, salsa, pumpkin muffins, quiche Lorraine, bacon, blueberry cobbler, and homemade apple butter and honey. Today was delicious as well and included cinnamon rolls. I was aiming to leave at 10, but got caught up talking to Colossus about his life story while we put our feet up in the living room, and you know what? The trail isn’t about rushing to Katahdin, it’s about finding and savoring the little moments along the way you never would have otherwise in the front country. Before I left I got one of Tina’s bead by bead trail necklaces (each bead symbolizes like 30-50 miles of trail, and is a fun way to track progress) and gave her a hug because she and her home were so wonderful. I would love to come back in the fall, but she’s closed for the SOBO season. Once shoved off, the day was hot with a lot of meadow walks. We stopped for an early lunch at Knot Maul shelter, did the river crossing a lot of folks were talking about earlier (the bridge had washed out)  but the water was so manageable it wasn’t even worth meriting a mention, and then heard thunder after. SP wanted to set up camp in case of thunderstorms, so we set up camp and made dinner. Of course the skies cleared up with no rain, but I didn’t want to break down camp again and continue so we just had a short day of it and made a fire to amuse ourselves and pass the time. ","Quarter Way Inn
",Stealth Camp,"Jun 03, Sat",8.10
Sandy ,https://www.trailjournals.com//journal/entry/666270,"This morning a lot of people were making noise at the creek before 8am and I was cranky - these youths didn’t understand it was still quiet time! I kid. It was hot and humid again today with a viciously long climb to start with (about 6 miles up). It was a fairly straightforward day, hiking, sitting for breaks, thirsty while going through yet another dry section, and manifesting trail magic which today was soda, oatmeal cream pies, and cosmic brownies (but apparently they had made hot dogs which we missed, Womp Womp). At the same gap was a big water cache, which was nice to see in a dry section. While refilling water from the cache it thundered again, but unlike yesterday we decided we to press on. So of course it rained, forcing me to unpack my entire bag to grab my rain clothes as I foolishly didn’t have them accessible. We plodded along in the rain to the shelter, where Hamilton had started a fire going to dry his socks (I don’t think they got very dry). ","Stealth Camp
",Jenkins Shelter,"Jun 04, Sun",16.60
Sandy ,https://www.trailjournals.com//journal/entry/666273,"I was not feeling it in the morning and just put music on and sprinted to the Brushy Mountain Grill - I had guessed ETA at my normal hiking speed to be around 2pm but we arrived before 12 (I really wanted that burger). We saw a friend who looked very happy, as her trailmance had been doing big miles to catch up with her and he had finally caught up. I dumped my gear outside, and ordered a griddled cheeseburger (grilled cheese hamburger), onion rings, apple pie, and two scoops of coffee ice cream in a waffle cone. While waiting for food, I went to talk to a hiking pair we leapfrog and they were surprised to see us as they thought we were long ahead of them (it seems a lot of folks think we hike faster than we actually do, but we’ve also been slowed down by medical zeros). Lunch was served, and the two scoops of ice cream ended up being more like 4 scoops, which I topped w peanut m&ms and crushed sugar cone to make a sundae. Delicious, and a great way to catch up on my calorie deficit (I think lunch was easily 2500 calories). Post meal I was in a food coma, and sat watching a bunch of hikers we knew come in and order their own massive lunches. We tried to leave around 3, but then I tragically dropped my chicken tenders so I had to re-order it. After peeing for the 639202th time we were off only to find the end of trail magic, which was apparently 3 days. What remained was this 9 year old hiker Eggs hiking with her dad Bacon, and she had set up a little table with tic tac toe for $5 and card tricks for $2 and she hustled me! Can’t start too young I guess, and the entertainment was worth the cash float. We hiked on, breaking for dinner at the 600 mile sign. The chicken tenders did not stand up to being packed out and were super dry… I tried to foist the last one off to SP but he didn’t bite as they were not good lol. Post desiccated chicken tenders, we hiked some more and had to put on head lamps for night hiking (my first time night hiking!), and I looked at the glittery bugs reflecting back silently in the night. We hiked some more, and stumbled into camp around 9:15pm thirsty as hell. We got water, chugged it, set up camp, and passed out by 10. Today was notable for finally crossing the 20 mile in a day mark and we could’ve done a full marathon if not for the 3.5 hour lunch but it was a hot day and a long dry section at the end. ","Jenkins Shelter
",Jenny Knob Shelter,"Jun 05, Mon",23.20
Sandy ,https://www.trailjournals.com//journal/entry/666278,"Some context is needed: this entire hike I have seen PATCH MCCRAKEN NOBO 23 graffitied EVERYWHERE. No shelter, table, or privy was safe from Patch’s reign of terror. I imagined Patch to be a wiry ginger dude who was long ahead of me, and even joked to SP the day before that I was going to post on Reddit looking for Patch and telling them I would fight him to make him stop graffitiing EVERYTHING. Let’s set the scene: this morning we’re packing, and the old lady tented next to me came up to us to compliment how we were so quiet when we came in and set up and weren’t disruptive to folks’ sleep. Straightforward enough right? We’re about to leave when a guy walks up to us and asks ‘Patch, do you want to get water’ to which SP asks incredulously to the old lady ‘wait, are YOU Patch McCracken????’ to which she’s like ‘why yes! Why do you ask?’This was like a Scooby Doo villain reveal, but instead of a villain an old lady. The other guy is revealed to be Lt. Dan who I have also seen graffitiing all over the place, but more recently than Patch. This was a little awkward at this point because SP tells her I had been looking for her the whole hike, and when she asks why I mumble something about the graffiti but of course SP says that I want to fight her because of all the graffiti, as he’s an instigator and can’t let a good opportunity pass by. To which she comes closer, and Lt. Dan and SP both immediately place bets on her winning (gee, thanks) but I smooth it over by asking her to graffiti my powerbank (which I then immediately regret because now it looks like I stole it from her) and we end up taking a picture together to document the occasion and she gifts me her silver sharpie. What are the odds that I would not only run into her but tent next to her? It’s a small small world on the trail. Amazingly random encounter done and all good (SP confirms to Patch that I was kidding about fighting her, I was just stunned to actually meet her in the flesh versus just some amorphous entity in my head), we move on. Unfortunately we were bonked from the 23 miles yesterday, stumbling along. Today we felt disinterested in hiking,  listening to music to force the time to pass when normally we’re content to chill, look around, and zone out to the sounds of nature and each others’ random thoughts. After crossing a cool suspension bridge, we had lunch and I finally had the Good to Go kale bean stew. It was so awful SP could see my morale get zapped to zero so he suggested we take a nero and go to a nearby hostel, Weary Feet Hostel. I was stubborn about considering it initially but caved, which good thing I did because as soon we started walking to the hostel I just kept thinking ‘THANK GOD.’ As Goldie would say, you should be live, laugh, loving the hike and today was a day in which I was not. Instead of forcing it, sometimes it’s best to just give up for the day and take a shower. 
The hostel advertised burgers made from their cows, which we ordered along with 3 slices of cake (as to sample all 3 flavors on deck - strawberry, vanilla, chocolate). I went up to shower while the food was being cooked, and coming back down I saw Rabbit! We had initially met him shuttling into Damascus and last ran into him at Quarter Way Inn. While eating with him, the hikers we saw yesterday at the grill rolled in for a quick lunch. Post socialization, I read for a bit and did laundry - after which I went to the porch and saw a huge contingent of folks (2 hiking groups plus other soloish hikers) and we all hung out until dinner was served. I had hamburger steak and gravy, terrible canned string beans, sweet potatos, and Mac and cheese, and cups and cups of sweet iced tea. After dinner I had a hilarious moment with Big Boy when we accidentally opened the door on Grizzly Bear peeing / scrolling the internet on the toilet and her expression was just :o . After that we ended up vegging a bit in the den before going to bed and passing out. ","Jenny Knob Shelter
",Weary Feet Hostel,"Jun 06, Tue",6.20
Sandy ,https://www.trailjournals.com//journal/entry/666280,"Yesterday morning on the 7th I walked down the stairs and felt a sharp pain in my knee, which made me go ‘nope’ and decide to zero. Goldie was taking a shuttle to Pearisburg to rest for a few days, so we crashed her ride and enjoyed the culinary creations the town had to offer (chai! bbq! mexican! piña coladas!). 
This morning my knee felt better so we shuffled back, and it was a very pleasant hiking day compared to the last few days which were plagued with allergies, grumpiness, medical zeroes, etc. We chatted the day away, saw Dismal Falls which reminded me of a video game level, and stealth camped on top of a mountain to catch the sunset. A group of other hikers had the same thought, and we chatted with them while setting up camp. 
We made dinner at the cliff side rocks overlooking the view, and after dinner I stood and watched the sunset over the pretty blue mist-covered hills. ","Weary Feet Hostel
",Sugar Run Mountain,"Jun 08, Thu",13.10
Sandy ,https://www.trailjournals.com//journal/entry/666281,"Nothing interesting happened today but we hiked to the gap where Angel’s Rest was, but they didn’t have room left so the alternate was a historic hotel in a nearby town (one of those hotels that used to have famous people pass through, but then fell out of popularity). Apparently the town has the second oldest river in the world? I did not verify.
I was able to convince the masseuse who was at Angel’s Rest to come out to the hotel and work on my knee, and he whipped out a literal floor buffer as a massage gun. Which you know ended up being awesome for the large muscles, if not weird.","Sugar Run Mountain
",MacArthur Inn (Narrows VA),"Jun 09, Fri",14
Sandy ,https://www.trailjournals.com//journal/entry/666282,"Apparently a breakfast of Bugles and chocolate milk gives you indigestion, who knew? It was a late start as we were waiting for our shuttle driver who had left to get breakfast but didn’t bring his phone with him (I could hear it ring in the lobby when I called him), and we even looked in the town’s restaurants trying to find him as the town was teeny tiny and there weren’t many places to hide. When he came back and dropped us off, we saw trail maintainers! We thanked them for their service, alas they were servicing the nearby cemetery trail and not the AT.
It was a hot humid day with yet another dry stretch (noticing a theme here in VA?) and we slogged up until lunch when we were able to refill by a gushy creek and make food thus lightening our immense food load (we started out with 4.5 days’ food). Perked up, we hiked the remaining 2-3 miles to shelter (it had a bear box, critical for my excess food which wouldn’t fit in my bear can). The shelter was set back in a meadow of tall grass, and quite beautiful - perfectly situated for viewing the sunset. Apparently it overlooked West Virginia as we were on the border between the two states. We were the first to arrive but the hiking group from Sugar Run Mountain showed up, as well as some other hikers. We sat around watching the sunset eating Kinder Buenos that someone had packed out. The sunset itself was a really pretty cool toned pink / purple blush combo - my favorite sunset palette, and lovely with the towns below lighting up for the night, twinkling like diamonds. I went to bed lulled by the firelight dancing on the shelter ceiling. ","MacArthur Inn (Narrows VA)
",Rice Field Shelter,"Jun 10, Sat",7.20
Sandy ,https://www.trailjournals.com//journal/entry/666283,"We got up and going on the early side today, leaving camp at 7:15 and refilling water since there was a, yep you guessed it, another dry stretch of 10 miles. What is this nonsense? We hiked, had late lunch at 1:45ish and pushed on as I thought there would be trail magic ahead - it was Sunday, there was a trailhead with a trash can, we had seen a bunch of day hikers today, but alas I was wrong (I was also wrong about a potential shortcut around a PUD which made us have to backtrack) so we sat in the parking lot and chilled out for a bit as it rained on us. Magic hiked by and SP commented that ‘she was the real tragic magic.’. 
After that we hiked up the last 1.5 miles to shelter, and made dinner. I commented that it’s funny that we would be willing to go dry stretches and be thirsty but we wouldn’t tolerate being hungry, to which SP sagely said that ‘one was essential for being alive and the other was essential for hiking.’","Rice Field Shelter
",Bailey Gap Shelter,"Jun 11, Sun",16.40
Sandy ,https://www.trailjournals.com//journal/entry/666284,"We got up and going on the early side today, leaving camp at 7:15 and refilling water since there was a, yep you guessed it, another dry stretch of 10 miles. What is this nonsense? We hiked, had late lunch at 1:45ish and pushed on as I thought there would be trail magic ahead - it was Sunday, there was a trailhead with a trash can, we had seen a bunch of day hikers today, but alas I was wrong (I was also wrong about a potential shortcut around a PUD which made us have to backtrack) so we sat in the parking lot and chilled out for a bit as it rained on us. Magic hiked by and Adam commented that ‘she was the real tragic magic.’. After that we hiked up the last 1.5 miles to shelter, and made dinner. I commented that it’s funny that we would be willing to go dry stretches and be thirsty but we wouldn’t tolerate being hungry, to which SP sagely said that ‘one was essential for being alive and the other was essential for hiking.’","Rice Field Shelter
",Bailey Gap Shelter,"Jun 11, Sun",16.40
Sandy ,https://www.trailjournals.com//journal/entry/666285,"This morning was rainy and gross, leading to a late start as SP hates hiking in the rain. So we left around 10ish, hours later than I like to. There were of course lots of rocks at the beginning tenderizing our knees and ankles, so when SP suggested getting off to a hostel I jumped at the chance. Sadly Angel’s Rest was full so we went to 4 Pines Hostel, which was more of a party hostel that was based out of a massive parking bay. Not the most thrilling place but it didn’t encourage lingering for sure. I saw the masseuse again here, and went for another round with the floor buffer cough massage. I had a moment making tea in silence where a hiker I’ve never seen before went up to me and introduce himself and say he had just done 30 miles and this was his 30th day on the trail, and pointed to someone else and said that guy had done 34 miles and was amazingly fast. I rolled my eyes internally as this is exactly the type of energy I dislike on the trail, especially unsolicited! So I replied that this was my 29th day on the trail to which his eyes grew huge and he breathed out a ‘reallllly?’ worshipfully. I told him I was kidding but I should have kept it going a little longer, that guy was ready to be my best friend. ","Bailey Gap Shelter
",VA 613 / Mountain Lake Road ,"Jun 12, Mon",3.60
Sandy ,https://www.trailjournals.com//journal/entry/666286,"Today was the longest day yet, and I made the mistake of letting my ego win over common sense, going with someone else’s timeline, as well feeling anxiety of separating from my hiking buddy, leading to a day that was likely past my left knee’s comfortable limit.
We decided to slackpack the missing miles between VA 613 and 4 Pines over 2 days, as SP was anxious to meet his cousin in Roanoke as the tentative plan was for the cousin to meet us for a weekend of hiking. I personally was dubious if this was going to happen as the cousin didn’t confirm the plans yet and it was merely days away at this point, but it wasn’t my plan to worry over. The morning started well enough despite getting dropped off an hour later than planned due to the shuttler somehow failing to notice us waiting for him, despite him walking past me twice that morning to make coffee. We made 12 miles by 1, and I wanted to rest but SP was anxious I was going too slowly to make pickup by dark as there was a lot of rocky downhills, which are murder on my knees. He ~strongly suggested~ that I bail out at the next road as I didn’t have my headlamp with me (he didn’t either but he felt he would be able to make pickup by dark). The problem is the doubt just made me annoyed, and one thing that fuels me athletically is spite lol. This was a foolish mistake, and a case of letting ego win over common sense, as my knee was hurting at this point requiring me to pop Advils much more frequently than usual. Powered by Advil and chewing gum, I insisted I could make it and steamed through the miles instead of remembering my mantra from the start ‘there’s no ego in thru hiking.’I even passed a friend I haven’t seen since the Smokies, and was amazed to see him still on trail. I sprinted past him, apologizing that I really wanted to catch up with him but I was behind schedule, and motored up many many rocks and climbs. By the time the haze of annoyance and ego settled, I was on the ridge portion of the day. It’s a shame I was hiking in such a state because today was really pretty and varied - it had meadows and butterflies, ridges and exposed rock ledge walk, the Eastern Continental Divide, etc. We ended up passing (I want to say) FIVE shelters which is nuts, and made it to the pickup by 8:03pm - 3 minutes past the latest SP was comfortable arriving at. So not bad. We hugged after finishing, went back to the hostel to shower and shovel meat loaf in our gullets, sit blankly for a bit, and then pass out. Fingers crossed for my knee!","VA 613 / Mountain Lake Road 
",VA 621,"Jun 13, Tue",25.10
Sandy ,https://www.trailjournals.com//journal/entry/666288,"Yikes. I felt ok in the hostel this morning so went out back to finish the last portion between where we left off and the hostel, but not even half a mile in I realized I couldn’t go further and turned around. My knee pain was a 7/10 (10/10 being making you cry from the pain) and it wasn’t loosening up at all. I was crying on the way back about having to get off as today was the first time I was unable to hike when I wanted to hike. I passed friends who were encouraging and said that I would just need a day off, but  it was such an intense feeling to not continue the plan and I was scared that my stubbornness yesterday cost me my hike.I called my Mom to calm down and make a game plan, which was to go up to Roanoke and rest for a couple of days. SP would meet me, and hopefully his cousin would come and we can have 2 easy days in which I could ease back into hiking. I would come back and fill this missing section post-Katahdin as the Triple Crown would make for a very scenic weekend hike. I had previously been extremely anxious about leaving for a friend’s wedding, and in retrospect this was a good reminder that it’s going to be totally fine - the trail will still be here when I’m back. When you’re thru hiking it becomes your entire world, and scary to leave that and not be on the FarOut redline moving north. Maybe it is a cult…. I kid. 
When I got to Roanoke, showered, and rested I felt better and realized this was the right move and need to baby myself. It was an important reminder to respect my limits on the trail and take care of my body. I chilled out, got Japanese for lunch and bought the book Barn 8 to read, iced my knee, ate from my bear can, and caught up with friends from home over FaceTime. Feeling much better than the beginning of the day, and hopeful I can continue hiking. ","VA 621
",Roanoke,"Jun 14, Wed",0
